company_searched,gtr_org_name,gtr_org_id,role,project_title,project_id,funder,grant_category,status,grant_value,lead_org,start_date,end_date,abstract
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,ULISSE - Using Electrostatic Interactions to Control Supramolecular Self-Assembly at Surfaces,95013907-AF2D-4C59-ABF4-BB7B11767AD0,EPSRC,Research Grant,Closed,356712,King's College London,2010-01-11,2014-01-10,"A major promise made by Nanotechnology Research to contemporary society is that next-generation molecular-scale devices will be faster, more versatile and more energy efficient than the ones based on current technology. Organic molecules are among the best candidate bricks for future nanoscale device fabrication. Their chemical structure can be easily modified, suggesting that carefully designed molecules could in principle assemble spontaneously into any desired structure, with no need of top d"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Innovation Knowledge Centre for Smart Infrastructure and Construction,1AD3CA0C-14F6-49EC-A9B4-BED6518A345F,EPSRC,Research Grant,Closed,4956319,University of Cambridge,2011-03-31,2016-09-29,"Infrastructure is a large part of the UK's assets. Efficient management and maintenance of infrastructure are vital to the economy and society. The application of emerging technologies to advanced health monitoring of existing critical infrastructure assets will quantify and define the extent of ageing and the consequent remaining design life of infrastructure, thereby reducing the risk of failure. Emerging technologies will also transform the industry through a whole-life approach to achieving "
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,"Aggregation, production and spillover: the cumulative effect of man-made offshore structures on fish",31A650A4-AA45-4CEA-8ECB-BECB3E2EAD64,NERC,Research Grant,Closed,408383,Heriot-Watt University,2022-05-31,2024-09-29,"In the latter half of the 20th century, over 1300 man-made structures (MMS) were installed in the offshore marine environment of the North Sea for the oil and gas industry, and many others are now being installed to obtain offshore renewable energy. There is mounting evidence for the ecological benefits of such structures, not least for marine fish. In the United States of America, MMS (particularly oil rigs) are used as reefs to successfully enhance fisheries in the so-called, Rig to Reefs prog"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,The UK Catalysis Hub - 'Science': 2 Catalysis at the Water-Energy Nexus,3F9AB09B-40EB-4BAA-8CF2-C6556816182B,EPSRC,Research Grant,Closed,4010674,University of Manchester,2018-12-01,2024-11-30,"Catalysis is a core area of science that lies at the heart of the chemicals industry - an immensely successful and important part of the overall UK economy, where in recent years the UK output has totalled over &pound;50B annually and is ranked 7th in the world. This position is being maintained in the face of immense competition worldwide. For the UK to sustain its leading position it is essential that innovation in research is maintained, to achieve which the UK Catalysis Hub was established i"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Rupture-Resistant Filter Cake for Wellbore Strengthening,32620B7B-9EC3-44CE-A935-DC7C97D0BA00,EPSRC,Studentship,Closed,,University of Cambridge,2017-01-01,2019-12-31,"Fluid losses usually occur through fractures caused by the drilling pro- cess. To avoid this phenomenon,
a series of techniques has been developed to raise the integrity of the wellbore, stopping lost circulation
and allow drilling with wellbore pressures in excess of the fracture gradient. These techniques are called
wellbore strengthening. A typical example of wellbore strengthening mechanism consists of adding
participles to the drilling mud. When a fracture occurs these participles enter in "
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,High efficiency reversible solid oxide cells for the integration of offshore renewable energy using hydrogen,92521F49-5A97-49CF-8ED8-E12575867B35,EPSRC,Research Grant,Closed,288304,University of Plymouth,2022-03-31,2025-05-30,"Abstracts are not currently available in GtR for all funded research. This is normally because the abstract was not required at the time of proposal submission, but may be because it included sensitive information such as personal details."
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,High temperature ultrasonic measurements of plant and components for defect detection and monitoring,0D6F1F21-CAAE-4A10-8AEF-E3320FC6C7D3,EPSRC,Research Grant,Closed,252122,University of Warwick,2009-06-30,2012-03-30,"There are many instances where components and plant operate at elevated temperatures such as turbines, high temperature processing pipework, power generation boilers and reactors. Currently, most non-destructive testing (NDT) is carried out at lower or ambient temperature, necessitating at least partial shut-down of the process. Planned outage of plant is costly but the cost of unplanned outage due to catastrophic failure can run to millions of pounds, and can have extremely serious consequences"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,SUPERGEN BIOMASS BIOFUELS AND ENERGY CROPS II CORE,173DEDDE-F182-4CED-A572-E63082763DE4,EPSRC,Research Grant,Closed,6313560,University of Leeds,2007-05-31,2011-11-30,"Bioenergy is now becoming a commercial reality, ranging from cofiring in power stations, small units for power and/or heat, as well as transport fuels such as biodiesel. This SUPERGEN bioenergy project will continue to deliver the scientific background to the provision and utilisation of bioenergy, as well as innovative concepts for new applications. The research brings together growers, biologists, agronomists, economists, scientists and engineers in a unique multi-disciplinary team that will t"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Autonomous Techniques for anthropogenic Structure Ecological Assessment (AT-SEA),902AD762-BFAF-4F37-B2E8-E6590E5C1B7A,NERC,Research Grant,Closed,480759,National Oceanography Centre,2021-05-31,2024-05-30,"Thousands of Oil &amp; Gas industry structures in the sea are approaching the end of their lives. At this time, they typically need to be removed and the environment returned to a safe state. This process is known as decommissioning. As many of these sites are old (typically 20+ years) and originally were drilled before the current environmental regulations existed, there has often been some contamination of the seabed around these sites. To ensure that no harmful effects will occur, decommissio"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Supergen ORE hub 2018,BF018A84-C56D-4482-A0B3-AF28BFE6DEF7,EPSRC,Research Grant,Closed,9193414,University of Plymouth,2018-06-30,2023-06-29,"The UK is at the forefront of the development, adoption and export of Offshore Renewable Energy (ORE) technologies: offshore wind (OW), wave and tidal energy. To sustain this advantage, the UK must spearhead research and innovation in ORE, which will accelerate its adoption and widen the applicability of these technologies. Many organisations across the industry-academia spectrum contribute to ORE research and development (R&amp;D) co-ordination and the ORE Supergen hub strategy will take a lead"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Understanding and Improving Electrochemical Carbon Dioxide Capture,6FCBD658-2406-4EFE-8107-B7A97B03AAF2,UKRI FLF,Fellowship,Closed,1419614,University of Cambridge,2021-01-01,2024-12-31,"This transformative research fellowship will advance electrochemical carbon dioxide capture as a greenhouse gas mitigation technology.

To limit global warming to 1.5C and avoid catastrophic climate change we must greatly reduce our emissions of greenhouse gases. To this end the UK has recently committed to net zero greenhouse gas emissions by the year 2050. Carbon dioxide capture and storage (CCS) is a critical technology that must be deployed at scale if the UK is to meet this goal. CCS is a p"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Innovation and Knowledge Centre for Smart Infrastructure and Construction - Collaborative Programme Tranche 2,8816CCA9-6610-406F-8540-BCC7801F2618,EPSRC,Research Grant,Closed,2184283,University of Cambridge,2014-02-03,2017-03-02,"The Centre for Smart Infrastructure and Construction (CSIC) research focuses on the innovative use of emerging technologies in sensor and data management, coupled with emerging best practice in the form of applying the latest manufacturing and supply chain management approaches to construction and infrastructure. It aims to develop completely new markets and achieve breakthroughs in performance.

CSIC focuses on the innovative use of emerging technologies in sensor and data management (e.g. fibr"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,"The UK Catalysis Hub - 'Science': 1 - Optimising, predicting and designing new Catalysts",B52C8D36-8C09-4790-A4C9-C41C1ABFA359,EPSRC,Research Grant,Closed,3683534,CARDIFF UNIVERSITY,2018-12-01,2024-11-30,"Catalysis is a core area of science that lies at the heart of the chemicals industry - an immensely successful and important part of the overall UK economy, where in recent years the UK output has totalled over &pound;50B annually and is ranked 7th in the world. This position is being maintained in the face of immense competition worldwide. For the UK to sustain its leading position it is essential that innovation in research is maintained, to achieve which the UK Catalysis Hub was established i"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,The UK Catalysis Hub -'Core',A9A35D90-0EC1-42AD-87DC-C0128EFB57EC,EPSRC,Research Grant,Closed,2201661,CARDIFF UNIVERSITY,2018-12-01,2025-03-30,"Catalysis is a core area of science that lies at the heart of the chemicals industry - an immensely successful and important part of the overall UK economy, where in recent years the UK output has totalled over &pound;50B annually and is ranked 7th in the world. This position is being maintained in the face of immense competition worldwide. For the UK to sustain its leading position it is essential that innovation in research is maintained, to achieve which the UK Catalysis Hub was established i"
